volatility,profit
0.013506446438610237,-0.03521699310169546
0.009889623617006137,-0.02800321877996348
0.013305988647105067,0.15093519961335056
0.01432094137272732,-0.07620367920715698
0.017088579038213658,0.183935156148489
0.011653941290731221,0.0748731296949603
0.010235390177992642,0.041211165524646765
0.014337925905574202,0.13653336314767528
0.011358413122947015,-0.055577444820723465
0.016977516354004175,-0.013725677206339326
0.011123371834354624,-0.05639176899885989
0.013061542672920305,-0.06799202275865934
0.013035758198285856,-0.007736002052273427
0.011805026807565034,0.1418630245771444
0.014126728808752365,-0.08495110085877766
0.012643431373607782,-0.005429462270976182
0.011038079529348504,0.18574714911645218
0.010847550664909958,0.10570105319983192
0.013979935316139757,0.17975234571811827
0.01371876945667019,0.007487825157376227
0.011848899375092346,0.02807420166407293
0.011572788611758894,0.007144173219443717
0.010372340536865372,0.06831840657154897
0.011170156151034876,-0.021695832578986995
0.011170156151034876,-0.021695832578986995
0.011071768599374436,0.0018011524540211266
0.012959740923086752,0.03451550513529078
0.009830545591833904,0.042710836036559785
0.015608822330127593,0.1369953526805634
0.011518832197168776,0.10711213588806023
0.01598092944727547,0.09635482612521651
0.012643431373607782,-0.005429462270976182
0.01046485614255153,0.03137615107692415
0.012633975609770481,0.03591195089597421
0.009830545591833904,0.042710836036559785
0.012959740923086752,0.03451550513529078
0.015014531590545326,0.13673250300951834
0.012564888553263756,-0.03334684555146694
0.013771053292630257,-0.0093720688552128
0.014418704021747972,0.1388000397617315
0.010591527336954428,0.14660787379393292
0.013412811728282865,0.06276060642504055
0.013574465373344063,0.13878898404121376
0.010861624141095441,0.14413747697363566
0.012220346510669259,0.10334385359010745
0.013892998565464235,0.17889588568267345
0.011271950554906145,-0.022860569991181467
0.010068066514276613,-0.029991887738118672
0.01046485614255153,0.03137615107692415
0.010963389230001001,0.07675725613857942
0.015608822330127593,0.1369953526805634
0.009949810611113555,-0.062383362640190954
0.013139248217705483,0.04417785814244213
0.01668038358338065,-0.011446928661085987
0.012861729079811382,-0.03443719667515821
0.011337124357530702,0.012021468533812918
0.012908685655744044,0.02787953867809434
0.010398063623112852,0.07826957116097044
0.01598092944727547,0.09635482612521651
0.013139248217705483,0.04417785814244213
0.012501209563050533,0.001298150518407759
0.011848899375092346,0.02807420166407293
0.010681074687428727,-0.08763536104348413
0.010905852929116586,0.03189799611277078
0.01421045722384574,-0.00996745416042688
0.012742332749532743,0.0009350890066690543
0.016523272486130048,-0.10406775284169267
0.01550814077334674,-0.012554909971279504
0.011848899375092346,0.02807420166407293
0.01227630485455367,-0.08978503796812898
0.016022091709664593,-0.07061851691206478
0.013411306191347724,-0.024934287770016272
0.010861624141095441,0.14413747697363566
0.010490905304727538,0.0670423050187674
0.011518832197168776,0.10711213588806023
0.010398063623112852,0.07826957116097044
0.010078672687677691,0.005693607319043226
0.01371876945667019,0.007487825157376227
0.012481949106607253,0.0024047159860203227
0.013412811728282865,0.06276060642504055
0.010301002217079717,0.03917536135664523
0.012962103763086695,0.02772523405398153
0.010681074687428727,-0.08763536104348413
0.009914028157101752,0.004735525258523721
0.013979935316139757,0.17975234571811827
0.011071768599374436,0.0018011524540211266
0.013506446438610237,-0.03521699310169546
0.010861624141095441,0.14413747697363566
0.012633975609770481,0.03591195089597421
0.013305988647105067,0.15093519961335056
0.013110837996037891,-0.09926687885224728
0.012019452702219305,-0.031572207216590376
0.013642112935147537,0.06982533785052025
0.011805215243537647,-0.12082058230408577
0.010301002217079717,0.03917536135664523
0.01348468338704766,0.10900502553898073
0.010301002217079717,0.03917536135664523
0.012962103763086695,0.02772523405398153
0.011104730666757965,0.10565345282313765
0.013412811728282865,0.06276060642504055
0.012959740923086752,0.03451550513529078
0.011087164678276003,0.11599981175747764
0.013658635854392918,-0.05964920713827726
0.012532794518091478,0.04685887295057922
0.012006984956773879,-0.0651835964895815
0.010301002217079717,0.03917536135664523
0.013574465373344063,0.13878898404121376
0.012220346510669259,0.10334385359010745
0.010420710286168807,-0.027385330893644477
0.013412811728282865,0.06276060642504055
0.012448011449930723,0.04109232401635743
0.011071768599374436,0.0018011524540211266
0.010731765930660843,0.004928918692600259
0.009830545591833904,0.042710836036559785
0.013160073267727206,0.0383269332286591
0.010490905304727538,0.0670423050187674
0.011653941290731221,0.0748731296949603
0.011939646862516274,-0.024288899627912586
0.010681074687428727,-0.08763536104348413
0.013259413515800353,0.1467655978758149
0.017143215342849086,0.021193337323235584
0.011071768599374436,0.0018011524540211266
0.011071768599374436,0.0018011524540211266
0.010068066514276613,-0.029991887738118672
0.013979935316139757,0.17975234571811827
0.009830545591833904,0.042710836036559785
0.009914028157101752,0.004735525258523721
0.011572788611758894,0.007144173219443717
0.011203067003487693,-0.06520994794449564
0.012564888553263756,-0.03334684555146694
0.016405227414469058,0.09452990528174277
0.013474939908307308,0.0648096010999828
0.011087164678276003,0.11599981175747764
0.011653941290731221,0.0748731296949603
0.019245533364617005,0.052213574445516775
0.012530098024303105,-0.041222978269829125
0.011391236987579352,-0.03202511817995801
0.010963389230001001,0.07675725613857942
0.017143215342849086,0.021193337323235584
0.018017366481300638,0.017947961556321834
0.012128028035632156,0.07446528679755637
0.015395518744934557,0.05926348264453041
0.014035364704909533,0.14777081793311675
0.010301002217079717,0.03917536135664523
0.013360031022736682,0.06195798261513952
0.009914028157101752,0.004735525258523721
0.012565690580178155,0.07183344775180411
0.011548043888956364,0.10398296682666586
0.015016191916184026,-0.14799653106131172
0.009830545591833904,0.042710836036559785
0.012742332749532743,0.0009350890066690543
0.013238342566357916,0.06625278513658395
0.01343800572920328,-0.14544645940687173
0.01741873040521015,-0.049161982221381795
0.011939646862516274,-0.024288899627912586
0.013305988647105067,0.15093519961335056
0.010905852929116586,0.03189799611277078
0.013360031022736682,0.06195798261513952
0.012938471062127322,-0.12090790997916545
0.014112228406357853,-0.05219231521822654
0.010861624141095441,0.14413747697363566
0.015702076438884494,0.06795650148042243
0.010301002217079717,0.03917536135664523
0.011548043888956364,0.10398296682666586
0.009914028157101752,0.004735525258523721
0.010490905304727538,0.0670423050187674
0.012786675390751324,-0.040694282835244566
0.011562710796901302,0.013731452698105384
0.011576192762197752,-0.09012888208581693
0.011653941290731221,0.0748731296949603
0.011123371834354624,-0.05639176899885989
0.011653941290731221,0.0748731296949603
0.012648274151735965,0.03598712531750836
0.011203067003487693,-0.06520994794449564
0.013574465373344063,0.13878898404121376
0.013771053292630257,-0.0093720688552128
0.021012229124702502,-0.11136994880094031
0.010681074687428727,-0.08763536104348413
0.014303785043777299,0.10906666766551454
0.011939646862516274,-0.024288899627912586
0.01290295252717695,0.18247358509560585
0.013238342566357916,0.06625278513658395
0.010068066514276613,-0.029991887738118672
0.014126728808752365,-0.08495110085877766
0.011170156151034876,-0.021695832578986995
0.010490905304727538,0.0670423050187674
0.013659772314164653,-0.0019752619546109518
0.012643431373607782,-0.005429462270976182
0.010963389230001001,0.07675725613857942
0.014126728808752365,-0.08495110085877766
0.010068066514276613,-0.029991887738118672
0.01778751018352098,-0.01578138084085745
0.013279991046354304,-0.03383560933651464
0.014035364704909533,0.14777081793311675
0.011391236987579352,-0.03202511817995801
0.011170156151034876,-0.021695832578986995
0.013506446438610237,-0.03521699310169546
0.012220394625754161,0.02880744679639946
0.01046485614255153,0.03137615107692415
0.010490905304727538,0.0670423050187674
